"DISTRICT","SD","county_id","TOTHH","TOTPOP","TOTACRE","RESACRE","CIACRE","TOTEMP","AGE0519","RETEMPN","FPSEMPN","HEREMPN","OTHEMPN","AGREMPN","MWTEMPN","PRKCST","OPRKCST","area_type","HSENROLL","COLLFTE","COLLPTE","TOPOLOGY","TERMINAL","household_density","employment_density","density_index","is_cbd","zone_id"
25,3,10,17422,24745,743.34,111.501,334.503,43555,4152,7840,10889,9582,5226,1307,8711,30,20,2,2925,2201,943,1,5,39.06242993336382,97.65607483340956,27.90173566668845,false,122
2,1,10,3062,10808,280.25,70.062,84.075,3674,1814,735,551,808,184,367,1029,15,10,3,1278,186,80,1,3,19.86544437740452,23.83593815891058,10.835160724849198,false,123
30,3,10,25856,38754,1450.64,362.66,435.192,31027,6503,6205,4654,6826,1551,3103,8688,15,10,3,4581,1568,672,1,3,32.40701282944706,38.88816472227931,17.676500660289612,false,124
10,1,10,45967,97214,6139.56,1534.89,1841.868,55160,16313,11032,8274,12135,2758,5516,15445,15,10,3,11491,2788,1195,1,3,13.612761115839513,16.335194882191736,7.425117952176052,false,125
11,2,10,17999,29956,2748.49,687.122,824.547,21599,5027,4320,3240,4752,1079,2160,6048,15,10,3,3541,1092,468,1,3,11.906707089978031,14.28818081206931,6.494594839043272,false,126
4,1,10,1446,2806,122.89,30.722,36.867,1735,471,347,260,382,86,174,486,15,10,3,332,88,38,1,3,21.39401381881667,25.669857521194277,11.668850668232293,false,127
4,1,10,7013,10669,188.79,28.318,84.956,17532,1790,3156,4383,3857,2104,526,3506,30,20,2,1261,886,380,1,5,61.91182442572876,154.7751469887176,44.222371392620765,false,128
38,4,10,44648,92244,3690.51,922.628,1107.153,53578,15479,10716,8037,11787,2678,5358,15002,15,10,3,10903,2708,1160,1,3,21.996461687246065,26.395951090290037,11.998110727091296,false,129
21,2,10,59364,124916,12120.12,4242.042,2181.622,47491,20961,9498,7124,10448,2375,4749,13297,8,5,4,14765,2400,1029,1,2,9.241454721168479,7.393132642055997,4.107303599859737,false,130
24,3,10,13832,32590,1339.46,334.865,401.838,16598,5469,3320,2490,3652,829,1660,4647,15,10,3,3852,839,360,1,3,18.775544554589843,22.530110505861927,10.241093937465731,false,131
35,3,10,23072,44825,2038.31,509.578,611.493,27686,7522,5537,4153,6091,1384,2769,7752,15,10,3,5298,1399,600,1,3,20.580320068934082,24.69602728105535,11.225555408576165,false,132
50,5,10,9940,22472,3703.4,1296.19,666.612,7952,3771,1590,1193,1749,398,795,2227,8,5,4,2656,402,172,1,2,5.064188848391228,4.051351078712982,2.25075059928499,false,133
33,3,10,14323,11101,480.34,72.051,216.153,35808,1863,6445,8952,7878,4297,1074,7162,30,20,2,1312,1810,776,1,5,49.6974365380078,124.24532622725569,35.49831057734701,false,134
22,2,10,3645,8219,310.51,77.628,93.153,4374,1379,875,656,962,219,437,1225,15,10,3,971,221,95,1,3,21.34312364958631,25.611748379503574,11.64170380886526,false,135
15,2,10,3966,12252,160.91,24.136,72.41,9915,2056,1785,2479,2181,1190,297,1983,30,20,2,1448,501,215,1,5,41.07886396122056,102.6971599030514,29.342045686586115,false,136
23,3,10,30848,76208,4207.2,1051.8,1262.16,37018,12788,7404,5553,8144,1850,3702,10365,15,10,3,9008,1871,802,1,3,13.331258967311449,15.997683624608895,7.271631515809612,false,137
45,5,10,27138,44869,1692.66,423.165,507.798,32566,7529,6513,4885,7165,1628,3257,9118,15,10,3,5304,1646,705,1,3,29.150460329787542,34.980982058363224,15.900339861648487,false,138
20,2,10,13562,20166,747.06,186.765,224.118,16274,3384,3255,2441,3580,814,1627,4557,15,10,3,2384,822,352,1,3,33.006963052742506,39.6073821501498,18.003596886993282,false,139
