node_id,x_utm,y_utm,lon,lat,num_signals
1693374127,667574.355,1521994.128,100.549999,13.7624508,2
1693374133,667054.76,1522002.748,100.5451947,13.7625589,2
1693374140,667534.749,1522013.333,100.5496339,13.7626267,2
1693374144,668213.35,1522057.361,100.5559117,13.7629851,3
1693374145,667487.778,1522034.284,100.5492008,13.7628188,2
1693374148,667416.632,1522069.693,100.548545,13.763143,2
1693374158,668014.834,1522138.158,100.5540808,13.763727,3
1693374167,669329.181,1522201.904,100.5662387,13.7642262,3
1693374184,668288.564,1522256.026,100.5566191,13.7647764,3
1693374189,667573.712,1522288.774,100.5500106,13.7651141,3
1693374198,667588.532,1522318.276,100.5501494,13.7653799,3
1693374202,668094.034,1522329.291,100.5548246,13.76545,3
1693374204,668656.031,1522376.683,100.5600244,13.7658455,3
1693374207,668570.325,1522397.624,100.5592331,13.7660398,4
1693374209,668361.384,1522453.536,100.5573043,13.7665574,3
1693374221,669201.959,1522468.911,100.5650783,13.7666471,4
1693374223,668147.021,1522458.312,100.5553223,13.7666131,3
1693374230,668639.314,1522508.285,100.5598777,13.767036,3
1693374232,668008.15,1522508.484,100.5540411,13.7670747,3
1693374243,668574.198,1522532.59,100.559277,13.7672595,3
1693374274,669177.03,1522633.982,100.5648577,13.7681406,3
1693374281,669105.159,1522657.533,100.5641945,13.7683577,3
1693374285,667764.135,1522667.882,100.5517941,13.7685297,2
1693374289,669034.933,1522749.224,100.5635506,13.7691906,3
1693374294,667821.964,1522790.704,100.5523362,13.7696365,3
1693374295,668334.772,1522921.423,100.5570862,13.7707881,2
1693374324,668344.736,1522932.352,100.557179,13.7708863,3
1693374333,668533.317,1523034.117,100.558929,13.7717951,3
1693435249,662986.134,1519948.331,100.5074519,13.7442221,2
1693435253,663053.935,1520042.935,100.5080843,13.7450734,2
1693435268,662851.55,1520115.505,100.5062171,13.7457408,2
1693435270,662816.641,1520139.715,100.5058957,13.7459616,3
1693435271,662731.232,1520149.415,100.5051065,13.7460541,2
1693435280,663052.462,1520169.389,100.508078,13.7462165,2
1693435298,662754.305,1520183.102,100.5053218,13.7463573,2
1693435299,662857.0,1520202.164,100.5062725,13.7465238,3
1693435313,662785.879,1520244.423,100.5056173,13.7469098,2
1693435318,662668.181,1520250.116,100.5045293,13.7469679,2
1693435326,662637.89,1520272.639,100.5042505,13.7471732,3
1693435341,662812.845,1520292.097,100.5058694,13.7473392,2
1693435346,663341.293,1520301.366,100.5107564,13.7473931,3
1693435362,663481.559,1520320.234,100.5120545,13.7475557,2
1693435386,662656.128,1520346.456,100.5044234,13.7478394,2
1693435387,663248.016,1520355.179,100.509897,13.7478848,2
1693435389,663420.419,1520367.577,100.5114919,13.7479871,2
1693435391,663139.832,1520373.542,100.5088977,13.7480569,2
1693435410,663378.587,1520390.205,100.5111064,13.748194,2
1693435420,663147.824,1520408.075,100.5089736,13.7483686,2
1693435421,663924.337,1520423.812,100.5161548,13.7484668,3
1693435426,663041.692,1520425.112,100.5079932,13.7485286,3
1693435430,663604.473,1520439.669,100.513198,13.7486283,2
1693435431,663277.773,1520442.211,100.5101772,13.7486698,2
1693435432,663455.377,1520440.869,100.5118194,13.7486476,2
1693435433,662737.175,1520444.549,100.5051785,13.7487215,2
1693435434,663569.21,1520454.77,100.5128728,13.7487668,3
1693435439,663814.258,1520459.485,100.515139,13.7487955,4
1693435447,663532.566,1520470.914,100.5125349,13.7489148,2
1693435451,662987.421,1520500.046,100.5074957,13.749209,2
