corridor_id,corridor_name,time_label,google_duration_sec,matsim_duration_sec,google_static_duration_sec,matsim_freeflow_duration_sec,google_distance_m,matsim_distance_m,google_ci,matsim_ci,google_speed_kph,matsim_speed_kph,relative_travel_time_error,congestion_index_error,speed_relative_error,matsim_observations,validation_status
LATPHRAO_SHORT,Lat Phrao Rd short straight segment,AM_PEAK,231.0,1215.0833333333333,237.0,195.0507721008105,1818.0,1625.4231008400875,0.9746835443037974,6.229574588432425,28.332467532467533,4.815738149392482,4.2601010101010095,5.254891044128628,0.8300275772354139,12,FAIL
LATPHRAO_SHORT,Lat Phrao Rd short straight segment,PM_PEAK,261.0,,237.0,195.0507721008105,1818.0,1625.4231008400875,1.1012658227848102,,25.075862068965517,,,,,0,FAIL
PHAYA_THAI_SHORT,Phaya Thai Rd: Victory Monument short straight,AM_PEAK,179.0,333.48936170212767,134.0,49.997673569094346,862.0,811.9268441278282,1.335820895522388,6.670097584465838,17.336312849162013,8.764707287637396,0.8630690597884227,5.33427668894345,0.4944307152335996,47,FAIL
PHAYA_THAI_SHORT,Phaya Thai Rd: Victory Monument short straight,PM_PEAK,182.0,66.0,134.0,49.997673569094346,862.0,811.9268441278282,1.3582089552238805,1.3200614206337264,17.05054945054945,44.286918770608814,0.6373626373626373,0.038147534590154075,1.5973895386216823,10,FAIL
RAMA1_SIAM_MBK,Rama I Rd: Siam Square to MBK (straight short),AM_PEAK,242.0,600.5454545454545,230.0,46.4263396680082,918.0,771.8160589064257,1.0521739130434782,12.935446964803102,13.656198347107438,4.626690271373669,1.4815927873779111,11.883273051759623,0.6612021769328166,11,FAIL
RAMA1_SIAM_MBK,Rama I Rd: Siam Square to MBK (straight short),PM_PEAK,306.0,330.4,230.0,46.4263396680082,918.0,771.8160589064257,1.3304347826086957,7.11664978033309,10.8,8.409618075251613,0.07973856209150319,5.786214997724395,0.22133165969892477,20,FAIL
SUKHUMVIT_NANA_SHORT,Sukhumvit Rd: Nana to Asoke short straight,AM_PEAK,921.0,,793.0,326.80993161032427,4745.0,5162.3194728798835,1.1614123581336697,,18.547231270358306,,,,,0,FAIL
SUKHUMVIT_NANA_SHORT,Sukhumvit Rd: Nana to Asoke short straight,PM_PEAK,1057.0,635.0,793.0,326.80993161032427,4745.0,5162.3194728798835,1.3329129886506936,1.9430254058409395,16.160832544938508,29.266693074594613,0.39924314096499525,0.6101124171902459,0.8109644409229891,2,FAIL
